"","Misc","SpeechBody","SpeechID","ParliamentaryRole","Speaker","SpeakerID","Date","id"
"13332","
"," Ευχαριστώ πολύ, κύριε Πρόεδρε.
Συμφωνώ κι εγώ, κύριε Υπουργέ, ότι οι αυξήσεις των διοδίων προβλέπονταν από το 2007. Όμως, τότε προβλέπονταν και οι τέσσερις οδικοί άξονες –αν δεν κάνω λάθος- να έχουν τελειώσει το 2011. 
Και κάνω σήμερα αυτήν την ερώτηση διότι στην Ελλάδα της κρίσης, στην Ελλάδα του 2014 πάρα πολλοί συμπολίτες μας δεν μπορούν να έχουν αυτό το κόστος. 
Τώρα, από εκεί και πέρα, συμφωνούμε ότι το κόμιστρο θα πρέπει να μπαίνει στους οδηγούς, θα πρέπει να μπαίνει στη φορτωτική. Άρα, ίσως έπρεπε να είναι στο κοστολόγιο του προϊόντος. 
Από εκεί και πέρα, αναμένω από εσάς να μας καθοδηγήσετε και ίσως μία πρωτοβουλία με τον Υπουργό Δημοσίας Τάξεως, για να βάλουμε σε χρήση και σε εφαρμογή το νόμο αυτό που να απαγορεύει τη διέλευση των βαρέων οχημάτων μέσα από τις πόλεις, γιατί καταστούν πολύ επικίνδυνο το να προχωρούμε στους δρόμους. Επίσης, τα βαρέα οχήματα καταστρέφουν το δρόμο. Αυτό συνεπάγεται ότι οι δρόμοι είναι επικίνδυνοι και για τους χρήστες και για τους οδηγούς.
Από εκεί και πέρα, έναυσμα για την ερώτησή μου ήταν ένα δημοσίευμα στην εφημερίδα «ΔΗΜΟΚΡΑΤΙΑ» στις 8-8-2014, πριν από λίγες ημέρες, που έλεγε για αυτό τον δρόμο στην Περιφέρειά μου, στην Βοιωτία, ότι μοιάζει με τον «Γύρο του θανάτου». Το προσυπογράφω αυτό, καθώς και εγώ προέρχομαι, όπως είπα, από το Νομό Βοιωτίας και γίνομαι καθημερινά μάρτυρας των δυσάρεστων συνθηκών που έχουν πλέον διαμορφωθεί στην παλαιά εθνική οδό Αθηνών-Λαμίας. 
Η παλαιά εθνική οδός Αθηνών-Λαμίας περνάει μέσα από πόλεις και χωριά του νομού μου, συγκεκριμένα τρία, την Αλίαρτο, την Αγία Παρασκευή και τη Χαιρώνεια. Και αν δεν είναι χιλιάδες, είναι σίγουρα εκατοντάδες αυτά τα βαρέα οχήματα, συν τα υπόλοιπα οχήματα που περνάνε μέσα από αυτές τις πόλεις και η διέλευσή τους πραγματικά είναι πολύ επικίνδυνη για τους πολίτες και ιδιαίτερα για τους υπερήλικες και για τα παιδιά που ζουν εκεί.
Εγώ θα ήθελα να μπορέσουμε μαζί να προκαλέσουμε μία συζήτηση -φυσικά και με τον κ. Κικίλια- και να δώσουμε μία κατεύθυνση ώστε τουλάχιστον τα πολύ βαριά φορτηγά, των είκοσι και πλέον τόνων, να μην περνάνε μέσα από τις πόλεις μας. 
Από εκεί και πέρα, απ’ ότι κατάλαβα από την πρωτολογία σας δεν τίθεται ζήτημα για τη μείωση των διοδίων. Θα ήθελα, όμως, πάλι να σας ρωτήσω εάν τα έσοδα από τις διελεύσεις των διοδίων το πρώτο εξάμηνο του 2014 ήταν περισσότερα ή λιγότερα από το αντίστοιχο εξάμηνο του 2013.
Κύριε Πρόεδρε, θα καταθέσω και το σχετικό άρθρο της εφημερίδας που επικαλέστηκα.
Ευχαριστώ.
(Στο σημείο αυτό ο Βουλευτής κ. Ιωάννης Καράμπελας καταθέτει για τα Πρακτικά το προαναφερθέν άρθρο, το οποίο βρίσκεται στο αρχείο του Τμήματος Γραμματείας της Διεύθυνσης Στενογραφίας και Πρακτικών της Βουλής).",17440,""," ΙΩΑΝΝΗΣ ΚΑΡΑΜΠΕΛΑΣ",104,"",104
"13333"," 
"," Κύριε Υπουργέ, πριν σας δώσω τον λόγο, θέλω να σας εκφράσω δημόσια τις ευχαριστίες μου σαν Βουλευτής του Νομού Χαλκιδικής για την άμεση ανταπόκριση της ΥΑΣΒΕ στο σεισμό που έγινε πρόσφατα στο νομό. Η υπηρεσία ήταν άψογη. Αρκεί να σας πω ότι στις 07.30΄ το πρωί έγινε ο σεισμός και στις 13.00΄ ήταν το κλιμάκιο σε όλα τα χωριά της Χαλκιδικής. 
Ευχαριστώ πάρα πολύ.
Ορίστε, κύριε Υπουργέ, έχετε τον λόγο.",17441,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
"13334","
"," Ευχαριστώ, κύριε Πρόεδρε.
Να πω ότι όπως στη Χαλκιδική προχθές, έτσι και λίγο καιρό πριν στην Λήμνο, στη Σαμοθράκη και στον Έβρο, καθώς και λίγους μήνες πιο μπροστά -τον Φεβρουάριο- στην Κεφαλλονιά η Ελληνική Δημοκρατία με τις υπηρεσίες της έδωσε ένα ισχυρό παρόν ασφάλειας, σιγουριάς και αποκατάστασης των ζημιών που έγιναν. Και θέλω να πω ότι κάθε φορά που έχουμε ένα τέτοιο γεγονός, υπάρχει μια μεγάλη κινητοποίηση και οφείλω να συγχαρώ τους αρμοδίους υπηρεσιακούς παράγοντες οι οποίοι πραγματικά στέκονται όρθιοι μαζί με τον κόσμο, δίνοντας κουράγιο και λύνοντας προβλήματα.
Κυρίες και κύριοι συνάδελφοι, σε ό,τι αφορά την ερώτηση του κυρίου συναδέλφου να πω κατ’ αρχάς ότι τα έσοδα των διοδίων πηγαίνουν αποκλειστικά στην κατασκευή των δρόμων. Δεν πηγαίνουν στην τσέπη κανενός, σε κανένα ταμείο κάποιας εταιρείας. Πηγαίνουν –επαναλαμβάνω- αποκλειστικά και μόνο στην κατασκευή των δρόμων. 
Το δεύτερο είναι ότι η όποια μείωση ή αύξηση των διοδίων δεν είναι ζήτημα το οποίο μπορούμε να κουβεντιάζουμε και να αποφασίσουμε εδώ στη Βουλή, με την έννοια ότι πλέον υπάρχουν χρηματοδοτικά σχήματα τα οποία οι τράπεζες χρηματοδοτούν. Άρα, όταν θα ολοκληρωθούν οι δρόμοι από εκεί και πέρα, ανάλογα με τις εξελίξεις και την κίνηση, θα καθοριστεί από τους ίδιους τους παραχωρησιούχους το ύψος των διοδίων. Και είμαι βέβαιος ότι τότε θα μειωθούν, γιατί πια δεν θα υπάρχουν δαπάνες κατασκευής των έργων.
Τρίτον, να σας πω, λοιπόν, ότι τα έσοδα με ΦΠΑ από τους σταθμούς διοδίων που αφορούν την περιοχή σας, κύριε συνάδελφε, είναι ο μετωπικός Θηβών, που έχει 20,1% αύξηση, ο μετωπικός Τραγάνας με 27,94% -σε έσοδα πάντα- ο μετωπικός Αγ. Τριάδας -2,99%. Μέσος όρος συνόλου 16,72% αύξηση εσόδων στα διόδια το πρώτο εξάμηνο του 2014. 
Να πω, επίσης, συνεχίζοντας την προηγούμενη τοποθέτησή μου ότι επιτέλους νομίζω πως οφείλουμε να λειτουργήσουμε ως κράτος και ως δημόσια διοίκηση υπηρετώντας το αυτονόητο, δηλαδή την προάσπιση της νομιμότητας. Εδώ συμβαίνει κάτι, επαναλαμβάνω, που είναι παραλογισμός. Κυκλοφορούν μέσα στους οικισμούς μεγάλες νταλίκες, μεγάλα οχήματα. Οι αυτοδιοικητικοί απευθύνονται σε μένα και δεν απευθύνονται ούτε στον εισαγγελέα ούτε στην τροχαία για να σταματήσουν και να ακινητοποιήσουν επί τόπου τα αυτοκίνητα, να αφαιρέσουν άδειες αυτοκινήτων και οδήγησης και να μην επιτραπεί ξανά ποτέ να κυκλοφορούν νταλίκες εκεί που παίζουν μικρά παιδιά. Είναι πάρα πολύ απλό. 
Γιατί δεν γίνεται; Διότι, δυστυχώς, υπάρχει η άλλη αντίληψη ότι καλώς κυκλοφορούν μέσα στους οικισμούς, καλώς δεν γίνεται κάποια παρέμβαση από την Αστυνομία, καλώς οι υπηρεσίες δεν κάνουν τη δουλειά τους και τελικώς ας απευθυνθούμε στον Υπουργό να μειώσει τα διόδια. Λες και άμα μειωθούν τα διόδια θα περάσουν οι νταλίκες από τους δρόμους. Αυτό νομίζω ότι είναι η κρίσιμη διαφορά αντίληψης που υπάρχει. 
Εγώ, έστειλα πριν από λίγες μέρες, κύριε συνάδελφε, στον αστυνομικό διευθυντή Φθιώτιδας έγγραφο με το οποίο ζητάω να σταματήσουν να περνούν οι νταλίκες, τις οποίες είδα ο ίδιος, μέσα από μικρούς οικισμούς, όπως στον Προσκυνά. Αυτό και μόνο δείχνει ότι κάποιοι δεν κάνουν καλά τη δουλειά τους.
 Είναι ευκαιρία, λοιπόν, για να φτιάξουμε απέναντι στα μάτια του πολίτη ένα δίκαιο κράτος που προστατεύει την ασφάλεια των πολιτών. Το δίκαιο κράτος πρωτίστως σημαίνει ασφάλεια, σημαίνει ότι η Τροχαία σε αυτήν την περίπτωση πρέπει να κάνει τη δουλειά της. Οι δήμαρχοι, οι αυτοδιοικητικοί να βάλουν σαμάρια στους δρόμους, εμπόδια. Να απαγορεύεται να κυκλοφορούν νταλίκες σε μια περιοχή όπου υπάρχουν κάτοικοι. Αυτά τα πολύ απλά πράγματα αν γίνουν νομίζω τότε ότι θα διασφαλίσουμε την οδική ασφάλεια και τη ζωή των πολιτών.
Ευχαριστώ, κύριε Πρόεδρε.",17442,""," ΜΙΧΑΗΛ ΧΡΥΣΟΧΟΙΔΗΣ",298,"",298
"13335","
"," Και εμείς ευχαριστούμε, κύριε Υπουργέ.
Η δεύτερη με αριθμό 51/28-8-2014 επίκαιρη ερώτηση του Βουλευτή Α΄ Πειραιώς του Συνασπισμού Ριζοσπαστικής Αριστεράς κ. Θεόδωρου Δρίτσα προς τον Υπουργό Δικαιοσύνης, Διαφάνειας και Ανθρωπίνων Δικαιωμάτων, σχετικά με τη μεταφορά των Δικαστηρίων του Πειραιά εκτός πόλης δεν θα συζητηθεί λόγω κωλύματος του κυρίου Υπουργού και διαγράφεται.
Η τρίτη με αριθμό 54/28-8-2014 επίκαιρη ερώτηση της Βουλευτού Α΄ Θεσσαλονίκης της Δημοκρατικής Αριστεράς κ. Ασημίνας Ξηροτύρη - Αικατερινάρη προς τον Υπουργό Οικονομικών, σχετικά με τον έλεγχο της φοροδιαφυγής και ιδιαίτερα της φορολόγησης των διαφόρων λιστών των εμβασμάτων του εξωτερικού δεν θα συζητηθεί λόγω κωλύματος του κυρίου Υπουργού και διαγράφεται.
Θα συζητηθεί η τέταρτη με αριθμό 53/28-8-2014 επίκαιρη ερώτηση του Βουλευτή Αιτωλοακαρνανίας του Κομμουνιστικού Κόμματος Ελλάδας κ. Νικολάου Μωραΐτη προς τον Υπουργό Αγροτικής Ανάπτυξης και Τροφίμων, σχετικά με τις δραματικές επιπτώσεις του καταρροϊκού πυρετού στην αιγοπροβατοτροφία.
Στην επίκαιρη ερώτηση του κυρίου συναδέλφου θα απαντήσει ο Αναπληρωτής Υπουργός Αγροτικής Ανάπτυξης και Τροφίμων κ. Πάρις Κουκουλόπουλος.
Τον λόγο έχει ο κ. Μωραΐτης για δύο λεπτά.
ΝΙΚΟΛΑΟΣ ΜΩΡΑΪΤΗΣ: Ευχαριστώ, κύριε Πρόεδρε.
Με τη σημερινή ερώτηση, κύριε Υπουργέ, καταγγέλλουμε την εγκληματική αδιαφορία της συγκυβέρνησης για τις δραματικές επιπτώσεις που έχει πάρει ο καταρροϊκός πυρετός στη χώρα μας.
Το Κομμουνιστικό Κόμμα Ελλάδας, όταν είχαν εκδηλωθεί τα πρώτα κρούσματα στη βόρεια Ελλάδα, είχε επισκεφθεί το χώρο και έγκαιρα είχε προειδοποιήσει για το μέγεθος αυτής της καταστροφής.
Τότε, δυστυχώς, μας χλευάζατε, κύριε Υπουργέ, και λέγατε ότι είναι μια κατάσταση ελεγχόμενη και τα πράγματα ελέγχονται απόλυτα από μεριάς της πολιτείας. Τώρα, βέβαια, τα κρούσματα αυτά έχουν πάρει εκρηκτικές διαστάσεις και εξαπλώνονται με γρήγορους ρυθμούς σε όλη τη χώρα. Από τη βόρεια Ελλάδα φτάσαμε στην Πελοπόννησο, φτάσαμε στην Αιτωλοακαρνανία, φτάσαμε στην Ήπειρο και δυστυχώς φτάνουμε και μέχρι την Ευρυτανία.
Καταγγέλλουμε αυτήν τη στάση της συγκυβέρνησης, γιατί δεν πήρε μέτρα. Ταυτόχρονα, όμως, εγκληματικές είναι οι ευθύνες και της τοπικής διοίκησης, η οποία ούτε αυτή πήρε μέτρα, κάνοντας ψεκασμούς σε λιμνάζοντα νερά, σε λίμνες και σε ποτάμια, σε χώρους που υπήρχε το έντομο που προκαλεί αυτόν τον πυρετό. Βέβαια, σε όλα αυτά, έρχονται να προστεθούν και άλλα μέτρα, τα οποία είναι ενάντια στους κτηνοτρόφους. Κύριε Υπουργέ, καταγγέλλουμε τον εμπαιγμό και την κοροϊδία, που σήμερα, ακριβώς αυτήν τη στιγμή που μιλάμε, βάλατε ψίχουλα της εξισωτικής αποζημίωσης, 100, 200 και 300 ευρώ. 
Κύριε Υπουργέ, με την ευκαιρία, σας θέτουμε αυτό το θέμα, γιατί θεωρούμε ότι ο αποχαρακτηρισμός των βοσκοτόπων είναι το τελειωτικό χτύπημα για την κτηνοτροφία στη χώρα μας. Μαζί με όλα αυτά, με τον καταρροϊκό πυρετό, με την ευλογιά που έπληξε πέρυσι περιοχές της βόρειας Ελλάδας, τα πράγματα γίνονται πραγματικά δραματικά για τους φτωχομεσαίους κτηνοτρόφους σε όλη τη χώρα. 
Εμείς, βέβαια, θεωρούμε ότι αυτή είναι μια συνειδητή πολιτική. Στόχος δικός σας και της Ευρωπαϊκής Ένωσης είναι να χτυπηθεί η εκτατική κτηνοτροφία, οι μικρές μονάδες οι οποίες είναι σε οικογενειακή εκμετάλλευση για να φύγουν μια ώρα γρηγορότερα, για να περάσουν και οι επιδοτήσεις αλλά και ο χώρος της κτηνοτροφίας σε μεγάλες καπιταλιστικές επιχειρήσεις. Σας το είπαμε, το κάνατε και με το νομοσχέδιο για τα δάση, που εκεί ανοίγετε διάπλατα τις πόρτες για να μπει το μεγάλο κεφάλαιο στην κτηνοτροφία, το κάνετε τώρα και με τη νέα ΚΑΠ, όπου πρόκειται να δώσετε στην οικότροφη και εσταυλισμένη κτηνοτροφία πολύ μεγαλύτερες επιδοτήσεις από ό,τι στην εκτατική κτηνοτροφία με την οποία ασχολούνται οι μικροί κτηνοτρόφοι. 
Κύριε Υπουργέ, εμείς δεν έχουμε αυταπάτες ότι έστω και τώρα μπορούν να ληφθούν μέτρα, που είναι πάρα πολύ δύσκολο να παρθούν σήμερα μέτρα που πραγματικά να εμποδίσουν την εξάπλωση αυτής της ασθένειας, αλλά σας καλούμε και σας ζητάμε να πάρετε μέτρα για την απώλεια των ζώων και να αποζημιωθούν οι κτηνοτρόφοι.",17443,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
"13336","
"," Ολοκληρώστε, παρακαλώ, κύριε συνάδελφε.
ΝΙΚΟΛΑΟΣ ΜΩΡΑΪΤΗΣ: Τελειώνω σε μισό λεπτό, κύριε Πρόεδρε. Είναι σοβαρό το θέμα και θα ήθελα την ανοχή σας. 
Πρέπει να πάρετε μέτρα σε ό,τι αφορά την επιδότηση ζωοτροφών, μιας και οι κτηνοτρόφοι φοβούνται να δηλώσουν, γιατί όταν αυτά τα κρούσματα τεκμηριωθούν και από μεριάς κτηνιατρικών υπηρεσιών αναγκάζονται να έχουν τα ζώα τους κλειστά και δεν έχουν να τα ταΐσουν. Επίσης, να πάρετε μέτρα για την απώλεια εισοδήματος. Διαφορετικά, οι συνέπειες θα είναι δραματικές για αυτούς τους φτωχούς κτηνοτρόφους της χώρας μας.",17444,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
"13337"," 
"," Τον λόγο έχει ο Αναπληρωτής Υπουργός Αγροτικής Ανάπτυξης και Τροφίμων, κ. Κουκουλόπουλος για τρία λεπτά.",17445,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
"13338"," 
"," Ευχαριστώ, κύριε Πρόεδρε. 
Θέλω να ξεκινήσω απαντώντας, κύριε συνάδελφε, ότι αυτό που λέτε για την κτηνοτροφία και ειδικότερα για την κτηνοτροφία μικρών ζώων, αιγοπροβάτων δηλαδή, τα γεγονότα το διαψεύδουν καθημερινά και μάλιστα το διαψεύδει το μείζον γεγονός, που είναι ο εθνικός φάκελος, η πρόταση δηλαδή της χώρας για τη νέα Κοινή Αγροτική Πολιτική, όπου ο μεγάλος κερδισμένος στην αναγκαστική ανακατανομή ποσών που γίνεται για τη φυτική και ζωική παραγωγή της χώρας, ενόψει της νέας ΚΑΠ, είναι η κτηνοτροφία και ειδικότερα αυτή των μικρών ζώων. Δεν μπορεί, λοιπόν, να συνάγεται ένα τέτοιο συμπέρασμα, όπως αυτό που συνάγετε εσείς. 
Ειδικότερα, τώρα, επειδή δεν θέλω να γενικολογώ, θα χρησιμοποιήσω τους χρόνους των δύο φάσεων στην απάντησή μου για να απαντήσω πρώτα για τον καταρροϊκό πυρετό και στη συνέχεια για την εξισωτική αποζημίωση και γενικότερα για την αντιμετώπιση της κτηνοτροφίας. Γιατί προφανώς συμφωνώ κι εγώ μαζί σας, ότι αν η μεγάλη εικόνα λέει κάτι και στα άμεσα προβλήματα κάνουμε ακριβώς το αντίστροφο, τότε κάπου υπάρχει ένα πρόβλημα, αν αυτό εννοείτε. 
Έρχομαι, λοιπόν, στον καταρροϊκό πυρετό. Δεν υπάρχει εγκληματική αδιαφορία, όπως θα διαπιστώσετε ευθύς αμέσως και πολύ συγκεκριμένα. 
Νιώθω υποχρέωσή μου να πω για μία ακόμη φορά από το Βήμα της Βουλής, κύριε Πρόεδρε, παρ’ ότι δεν υπάρχει ούτε καν υπαινιγμός –δεν χρεώνω κάτι τέτοιο στον κύριο συνάδελφο- ότι ο καταρροϊκός δεν μεταδίδεται, δεν συνιστά κίνδυνο για τη δημόσια υγεία. Το κρέας και το γάλα από τα ζώα που έχουν προσβληθεί καταναλώθηκαν κανονικά από τους ανθρώπους. Υπάρχει, όμως, ζήτημα με το ζωικό κεφάλαιο και την παραγωγικότητά του. Όταν ασθενεί μέρος μίας εκτροφής, προφανώς και υπάρχει πρόβλημα γενικότερα με το ζωικό κεφάλαιο και με την παραγωγικότητά του, όπως είπα, γιατί πολλές φορές έχουμε έως και μεγάλη μείωση της παραγωγικότητας γάλακτος από την πλευρά του προσβαλλόμενου ζώου. 
Κατά συνέπεια πρέπει να πω ότι τα μέτρα που έχουν παρθεί είναι αυτά που προβλέπονται από τη σχετική ελληνική και ευρωπαϊκή νομοθεσία. Σήμερα δεν κάνουμε τίποτε άλλο παρά να εφαρμόζουμε αυτήν τη νομοθεσία. Έχει εκδοθεί ήδη από το Φλεβάρη η κοινή υπουργική απόφαση που προβλέπει πλαίσιο αποζημίωσης για την εξυγίανση του ζωικού κεφαλαίου της χώρας. Από τις 7 Ιουλίου έχουν εκταμιευτεί 5 εκατομμύρια προς τις περιφέρειες της χώρας, μέσω των οποίων ασκείται η συγκεκριμένη πολιτική. Απλώς, πρέπει να πω –γιατί θέλω να είναι απολύτως καθαρή η απάντηση- ότι πρώτον, ο καταρροϊκός έχει πολύ μεγάλη εξάπλωση. Είναι, όμως, ακριβώς αντίστροφη, κύριε συνάδελφε. Φέτος ξεκίνησε από τη Λακωνία και την Αρκαδία και πήγε προς τα πάνω. 
Δεύτερον, πρέπει να πω ότι στοιχεία που έχουμε μέχρι αυτήν τη στιγμή δείχνουν ότι έχει άλλη ένταση συνεπειών στο ζωικό κεφάλαιο στην περιοχή της Θράκης. Είναι άλλη, δηλαδή, η θνησιμότητα των ζώων και πιθανώς και η προσβολή της παραγωγικότητάς τους. Εξετάζονται ενδελεχώς αυτά τα στοιχεία.
Επίσης, πρέπει να προσθέσω ότι είχαμε ξανά εμφάνιση –απέξω φυσικά μας ήρθε- κρουσμάτων ευλογιάς που ξεκίνησαν από τον Έβρο.
Γιατί τα λέω όλα αυτά, κύριε Πρόεδρε; Τα λέω για έναν πολύ απλό λόγο, ότι τα ποσά στα οποία έκανα αναφορά, των 5 εκατομμυρίων ευρώ, ενδεχομένως να μην επαρκούν για τις αποζημιώσεις και του ζωικού κεφαλαίου. Γι’ αυτό και έχουμε κινηθεί ήδη, για να έχουμε αυξημένα κονδύλια και να αντιμετωπιστούν όλα κανονικά, από τις ανάγκες του σιτηρέσιου για την ευλογιά, παρ’ ότι δεν ερωτώμαι γι’ αυτό, μέχρι τις αποζημιώσεις θανόντων ζώων κ.ο.κ.. Και για εντομοαπωθητικά έχουν προβλεφθεί τα χρήματα εγκαίρως.
(Στο σημείο αυτό κτυπάει το κουδούνι λήξεως του χρόνου ομιλίας του κυρίου Αναπληρωτή Υπουργού)",17446,""," ΠΑΡΑΣΚΕΥΑΣ ΚΟΥΚΟΥΛΟΠΟΥΛΟΣ",136,"",136
"13339","
"," Έχετε και τη δευτερολογία σας, κύριε Υπουργέ.",17447,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
"13340","
"," Για να ολοκληρώσω, για να μη μπλέκουμε το ένα θέμα με το άλλο, θέλω να πω ότι ήδη ο ΕΛΟΓΑΚ σε λίγες μέρες θα μας δώσει στοιχεία για το τι συνέπειες υπάρχουν σε γαλακτοπαραγωγή σε διάφορες εκτροφές που στατιστικά έχουμε επιλέξει και έχουμε πάρει δείγματα. 
Δεύτερον, σε λίγες μέρες θα έχουμε αποτελέσματα από τα κτηνιατρικά εργαστήρια του Υπουργείου που θα λένε εάν και κατά πόσο έχει αναπτυχθεί φυσική ανοσία στα ίδια τα αιγοπρόβατα, κάτι πολύ σημαντικό για να προγραμματίσει κανείς τις επόμενες ενέργειες, τα επόμενα βήματα. 
Ευχαριστώ.",17448,""," ΠΑΡΑΣΚΕΥΑΣ ΚΟΥΚΟΥΛΟΠΟΥΛΟΣ",136,"",136
"13341","
"," Σας ευχαριστούμε. 
Κύριε Μωραΐτη, έχετε τον λόγο για τρία λεπτά, για να δευτερολογήσετε.
ΝΙΚΟΛΑΟΣ ΜΩΡΑΪΤΗΣ: Κύριε Υπουργέ, να το κάνουμε καθαρό. Ούτε στην ερώτησή μας εμείς αναφέρουμε ότι μεταδίδεται και υπάρχει πρόβλημα για την ανθρώπινη υγεία ούτε εγώ είπα κάτι τέτοιο εδώ. Μιλήσαμε για άλλο θέμα. Είπαμε ότι οι απώλειες είναι σοβαρές στο εισόδημα των κτηνοτρόφων.
Σε ό,τι αφορά τα μέτρα, δεν τα λέμε εμείς, αλλά οι δικοί σας περιφερειάρχες. Ο κ. Κατσιφάρας είναι δικός σας. Έβγαλε δελτίο Τύπου στη δυτική Ελλάδα ο αρμόδιος αντιπεριφερειάρχης, με τον οποίο συναντηθήκατε πριν λίγο καιρό, που λέει ότι αυτήν τη στιγμή στην Περιφέρεια Δυτικής Ελλάδας, όπου υπάρχουν πολλά κρούσματα σε Αιτωλοακαρνανία, Αχαΐα, Ηλεία, έχει μόνο 4.000 για την αντιμετώπιση της ασθένειας. Αυτά λέει δελτίο Τύπου της Περιφέρειας Δυτικής Ελλάδας, δεν τα λέμε εμείς ως Κομμουνιστικό Κόμμα Ελλάδας.
Κύριε Υπουργέ, δεν πήρατε μέτρα. Και δεν είναι μόνο αυτό, αλλά έχετε διαλύσει στην κυριολεξία τις κτηνιατρικές υπηρεσίες. Πραγματικά, οι λίγοι δημόσιοι κτηνίατροι κάνουν υπεράνθρωπες προσπάθειες και πολλές φορές με αυτοθυσία. Είναι, όμως, λίγα τα μέσα και πρέπει να σας πω ότι έχετε κόψει ακόμη και τα έξοδα κίνησης, τα έξοδα μεταφοράς και βάζουν χρήματα από την τσέπη τους για να μετακινηθούν. Είναι τόσο λίγοι σε κάθε περιοχή που δεν μπορούν να ανταποκριθούν στην εξάπλωση της ασθένειας και στην αντιμετώπισή της. 
Πράγματι, υπάρχει ένας πανικός στους κτηνοτρόφους με την έννοια ότι φοβούνται να δηλώσουν τα περιστατικά, γιατί, όπως ανέφερα, από τη μεριά της πολιτείας δεν υπάρχει προστασία. Δεν είπατε απολύτως τίποτα, κύριε Υπουργέ. Θα δοθούν χρήματα για το ζωικό κεφάλαιο το οποίο χάνεται; Ο ΕΛΓΑ δεν καλύπτει αυτήν την ασθένεια. Θα δοθούν χρήματα στους κτηνοτρόφους, για να μπορέσουν να ταΐσουν τα ζώα; Γιατί σε περιστατικά τα οποία έχουν δηλωθεί μιλάμε για καραντίνα τουλάχιστον είκοσι μιας ημερών.
Ένα επιπλέον πρόβλημα, πάρα πολύ σοβαρό, υπάρχει για τους φτωχούς μετακινούμενους κτηνοτρόφους, οι οποίοι δεν μπορούν να αντιμετωπίσουν αυτήν την ασθένεια. 
Κύριε Υπουργέ, σας ρωτάμε: Έγιναν ψεκασμοί και πού; Αυτήν τη στιγμή κυκλοφορεί στα μέσα ενημέρωσης ότι περιμένουμε εμβόλια από τη Γαλλία για την αντιμετώπιση της ασθένειας. 
Εμείς θεωρούμε ότι αυτήν τη στιγμή αυτό το οποίο προέχει είναι να αποζημιωθούν οι κτηνοτρόφοι. Πρέπει να αποζημιωθούν για όλα αυτά που ανέφερα νωρίτερα, για την απώλεια εισοδήματος, για τις ζωοτροφές και όλα αυτά. 
Σε ό,τι αφορά τον Έβρο, πραγματικά εκεί η κατάσταση είναι δραματική. Εκεί ήρθε αυτή η ασθένεια να δώσει το τελειωτικό χτύπημα στις μονάδες που είχαν  πάθει τεράστιες ζημιές σε ό,τι αφορά την ευλογιά και πραγματικά χάθηκαν δεκάδες χιλιάδες ζώα. Και εκεί πήραν ψίχουλα οι κτηνοτρόφοι. 
Δεν απαντήσατε σε ό,τι αφορά την εξισωτική. Είναι εμπαιγμός, κύριε Υπουργέ. Μιλάμε για 200, 300 και 400 ευρώ σε κτηνοτρόφους που έπαιρναν 4.000 και 5.000 ευρώ. Εμείς ξέρουμε τι κάνετε. Σας το είπαμε και προχθές στη συζήτηση του νομοσχεδίου για τις υδατοκαλλιέργειες. Προσπαθείτε εν όψει της Διεθνούς Έκθεσης της Θεσσαλονίκης να εκτονώσετε τη δυσαρέσκεια του κόσμου. Προσπαθείτε και είπατε ότι θα δώσετε σε πολλές δόσεις την εξισωτική, όχι βέβαια αυτή που δικαιούνται οι κτηνοτρόφοι. 
Εμείς το λέμε καθαρά: Αν δεν αποσύρετε το σχέδιο δράσης που είναι κάτω από την κατεύθυνση της Ευρωπαϊκής Ένωσης, οι συνέπειες θα είναι ολέθριες για τους κτηνοτρόφους της χώρας. Εμείς καλούμε τους κτηνοτρόφους να πάρουν την υπόθεση στα χέρια τους, να δυναμώσουν τον αγώνα τους, να διεκδικήσουν το δίκιο τους και τους καλούμε στο συλλαλητήριο των ταξικών δυνάμεων του συνεπούς αγροτικού κινήματος στις 6 του Σεπτέμβρη στη Θεσσαλονίκη. Διαφορετικά, τους λέμε καθαρά ότι το μέλλον είναι αβέβαιο, ότι το μέλλον θα είναι ολέθριο και για αυτούς και για τις οικογένειές τους.",17449,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
"13342","
"," Ευχαριστούμε πολύ τον κ. Μωραΐτη. 
Τον λόγο έχει ο Αναπληρωτής Υπουργός Αγροτικής Ανάπτυξης και Τροφίμων κ. Πάρις Κουκουλόπουλος, για να δευτερολογήσει.",17450,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
